stem,source_split,split,defect,classes,boxes,difficult_boxes,has_difficult,all_difficult,width,height,sha256,dhash,image,xml
train_096,train,train,0,,0,0,0,0,295,488,8cb0ef5e0033b49fadea1b992166cd0398a99d963ce1b000014dda2615198331,710d06172f07070c,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_096.jpg,
train_097,train,train,0,,0,0,0,0,293,493,40ee20d86bd33a0980f450c0a7688c35a64eb32e2f6e1af4cf86f40c29c15358,210c0e1b2f03070c,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_097.jpg,
train_098,train,train,0,,0,0,0,0,177,495,fc6f41f2c026560b3aa1cefd41dc96dace9b8e080093af4a656b5a8d08d9216b,0383132f2f2b1733,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_098.jpg,
train_099,train,val,0,,0,0,0,0,189,484,eea7a3e1a7507561e42ff2dbd1b31a8ed89fd104d8a75a299fb7cb0dae63b89d,0383132f2f3b1636,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_099.jpg,
train_100,train,val,0,,0,0,0,0,183,508,bf1107e959bdd87ecc5648176a6d1d7de032708fcf52b9c050da3ed6f4ec5136,03030b2f2b2f3636,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_100.jpg,
train_101,train,val,0,,0,0,0,0,471,473,6bfe4de0b1948f3e6d9e35ee21435c13cfdb9431ab2935de72ae50d4f78e0a43,588e17033b1b0f07,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_101.jpg,
train_102,train,train,0,,0,0,0,0,502,505,f9391f75b4be4534328b88ce10da5499070eac8bd62278732f3e837334b087eb,b48e0723131b0f07,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_102.jpg,
train_103,train,train,0,,0,0,0,0,369,516,85b7c82affc7a1e73363cefda00c5f8fadd3048a14e3b698f63fbc9f8bda8299,620d0e272f03070e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_103.jpg,
train_104,train,train,0,,0,0,0,0,366,531,67ea916bfbf4e5cbb37f390d5c4bf444ea4bc1e2a77ab0671ae396cac7078094,300c0e270703078e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_104.jpg,
train_105,train,train,0,,0,0,0,0,385,548,b36a12bbd25cc5f84cb0f8cc0e03d2e96919f74cba65e88114fd2988c23fbee6,228c0e1707030786,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_105.jpg,
train_106,train,train,0,,0,0,0,0,372,543,2d8d81c0557bc87a6b63ec22f7780eff9581bf2d606325fe232e2d86dec877cf,220c06070303078e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_106.jpg,
train_107,train,train,0,,0,0,0,0,367,538,edaf89bad4c34bda0119d8bb6dae8934c0c5770762e40d7cfd193817dbaa6d36,600c0e272703078c,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_107.jpg,
train_108,train,val,0,,0,0,0,0,245,535,e2e60b884d6c76be50f670eada3c571c6dd279d1db0e2331aec0751de9aad4a7,160e0e3f1b1b0b0d,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_108.jpg,
train_109,train,val,0,,0,0,0,0,211,555,9e00c0c9d69e1ff24f8fb9e395d4b347d2a1c04c67b81beae150ff1e7c88bc54,0606062f3f031b19,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_109.jpg,
train_110,train,train,0,,0,0,0,0,205,529,6f7e90961f3134c8962b6ce014c9271e255f776286380adbe744c9baaf0d301d,0616162f2b0b1b1b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_110.jpg,
train_111,train,train,0,,0,0,0,0,490,494,95d1c87c17f7fcbff3c4ba9632293e03d9b87b02726219916d3e87b5dfb3635c,50ce272b0b1b0f87,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_111.jpg,
train_112,train,train,0,,0,0,0,0,574,571,46f7dbae5ebeb90cf8f1bfbf1e36071a8cd13584517ec076cb63f0cc20b79447,208e87070b1b078f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_112.jpg,
train_113,train,train,0,,0,0,0,0,392,491,628588bb527b6befee88c68e0db02057314b190d649f998754ffc97082b526ad,609c0e270f070786,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_113.jpg,
train_114,train,train,0,,0,0,0,0,392,492,0a74706e98516183e8a1c047493056836e5845310de6b0279a25dddecbb3b708,618d0e2737138f86,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_114.jpg,
train_115,train,train,0,,0,0,0,0,395,490,db8b4fdc16fc8927e21a6d5129261f7269e850a9068a8f6081342d366efd5250,c08c0e2727030786,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_115.jpg,
train_116,train,train,0,,0,0,0,0,407,508,2e2acd685536a055eee420d3cf47d997244c0b102fa5c19eaf86ab9aecb6647f,e08c063707130786,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_116.jpg,
train_117,train,train,0,,0,0,0,0,408,527,2673dbe2c3e3bef8826aeb5e6cbea4f7dd63c662fd86261926181bb3e4e029b9,608c0e3707070686,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_117.jpg,
train_118,train,train,0,,0,0,0,0,281,561,9463471c1b908e0518654be2220b5e1ea5cdc0a61f35f61898a591d53ce49cba,0c0c0e2e07130f0c,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_118.jpg,
train_119,train,train,0,,0,0,0,0,235,571,c7c3afbe88838b28b53b6fd1d703568e0892c6a77e93383715d14c8f04961c84,0406062b23031f19,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_119.jpg,
train_120,train,train,0,,0,0,0,0,233,573,59db701b2613047c9eb86795494075ea450334334ed741fccb69d8102a975ff0,0206062b2f07171a,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_120.jpg,
train_121,train,train,0,,0,0,0,0,767,745,7675ec20770be73032a012e0c72cca13483c5d6cff8f11ee7e5f800ec1d04a55,208f070b23078f41,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_121.jpg,
train_122,train,train,0,,0,0,0,0,692,677,442d5af9a4694bdd14a3306846c69fe67f0f9677dfe21aaae727dfc0788378af,608f0f2b090d0b05,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_122.jpg,
train_123,train,val,1,side,3,0,0,0,744,763,778bf3faf5ac18564349abba4ecb0b0d5f611ab3e15e1cde610437bd11b4151d,649e1f0f0f068e8e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_123.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_123.xml
train_124,train,val,0,,0,0,0,0,712,737,9c7791dfb0151331006132a7ed7ba909635567cf7a42b2d785662fa6f5e3b0ad,649e1f0b0f068e8e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_124.jpg,
train_125,train,val,0,,0,0,0,0,751,783,3b92470ed4c1e6a929de20dc3b82f58b2305857b5d8fadfebce4c7d003d81b9d,648e0f0b0f068e9d,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_125.jpg,
train_126,train,val,1,side,1,0,0,0,737,764,e4d3fcf20fc5a1f0d62fd612f516f56948d0fb0f5b8e1b473b522d341660ab4b,241e1f0b0f068e8e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_126.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_126.xml
train_127,train,val,1,side,2,0,0,0,792,812,2d6b742451eaa543a933c5ad7199d2a1842b456a2adaebadfa9393ef2510f5a9,649e1f0b0f068e4e,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_127.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_127.xml
train_128,train,train,1,side,3,0,0,0,825,578,bb832be7b824c7456dd6b339656068c15a7add9e702321d56a43b1a29cfa50fb,208e8e0f03131783,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_128.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_128.xml
train_129,train,train,1,side,3,0,0,0,802,550,f0fa7f49d70a5856cda2119b79f1718a580329dc51a55458ef32257c6519e4b1,008e8e0f03130780,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_129.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_129.xml
train_130,train,train,1,side,3,0,0,0,764,531,624df4810483a3d2f7751614c6a01da167de1a6341b1400275b47e751ab05c85,200e8e0f031303c2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_130.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_130.xml
train_131,train,train,0,,0,0,0,0,429,428,a393a956ec6aca002754fd90c97a1af0c35ba56dbfbd422202284afd14875790,200f1f0d0d078743,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_131.jpg,
train_132,train,train,0,,0,0,0,0,474,483,d7e63200aaa97199184e82df20be1c9e4ea585220191662dc7ba9d4e9cdfdc84,608f1b0d09078761,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_132.jpg,
train_133,train,train,0,,0,0,0,0,451,299,79d2801c0d172f89643d804a1fadf86cef40c89d3da8ce468f3fc17a7b76b8ab,618e132307078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_133.jpg,
train_134,train,train,1,bottom,3,0,0,0,493,327,66a41f3f2e656d8434cac929b0514db8d2edc4dc0ef8dd24a9a59308b9840591,618e1723070787c1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_134.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_134.xml
train_135,train,train,1,bottom,2,1,1,0,470,338,ffcf86765e8adb6aa49eb28b704af1efcf295235a59585945049c469fc6470ef,708e172307078fe0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_135.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_135.xml
train_136,train,train,0,,0,0,0,0,477,339,0041063c1c7e0050a746253f8114e6b4d382d06afde25928bb44f873432d2ce4,708e1723070f8fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_136.jpg,
train_137,train,train,1,bottom,2,1,1,0,481,337,b7b25d8f1174de0f94d07dc5bc269e3285d4baf9fdc66b8922fd3f8338c4ecb0,308e132307078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_137.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_137.xml
train_138,train,train,1,bottom,2,0,0,0,531,210,9045da5fc966e8257fca90de932b2f131b0a46e33c248875adc9585f0d57e871,6007032703070f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_138.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_138.xml
train_139,train,train,1,bottom,3,0,0,0,533,209,5be5d2f23acfef368b9423527643755bbf62aaa983e4cfcc72d3538055f93951,0007032703070f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_139.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_139.xml
train_140,train,train,1,bottom,1,0,0,0,533,214,6ac26d7144a4a50330937b34f52423e151d13dac189bee25b3289f51c022f6a3,0007332f0b030f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_140.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_140.xml
train_141,train,val,0,,0,0,0,0,411,420,6d8fcc7fa975824d95badd784b2c678ad7f61e504eb45432d23c5076b8bb239b,048f1b0d0b0787e0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_141.jpg,
train_142,train,train,0,,0,0,0,0,487,506,f98737cd31208e97bee00fc70960387bfcdf86ab80d60450539b6d6a178a6e56,208f1f2d0b078760,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_142.jpg,
train_143,train,train,1,oblique,3,0,0,0,463,354,ca773c027c9a43f8a76dad7f05185fc58776733d4e1c76b79880ab5918dbcc07,318e172327078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_143.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_143.xml
train_144,train,train,1,oblique,4,0,0,0,477,344,51378e7407ff14ee550c888b665d10be24f1e1df94c64b8e3a7fbf3285c4a4cc,31ce132327178fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_144.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_144.xml
train_145,train,train,1,oblique,4,0,0,0,480,340,5c7e8437204a1cc31a9d56d47d2a4261cda7629da2475e62a53c5191fb143e9f,30c6132307078fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_145.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_145.xml
train_146,train,train,1,bottom+oblique,3,0,0,0,472,339,c4e86f2e16f3b10e376288ba6c2815f97333dfcd5825a2f9b52ed3ac17add1db,318e1b2327078fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_146.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_146.xml
train_147,train,train,1,bottom,3,1,1,0,479,325,bd12b1aeeec759bb38dae868efc4411932cc1d7498031ad2400c162406e8fbfd,218e132327078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_147.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_147.xml
train_148,train,train,1,bottom,3,0,0,0,505,205,75a7dc4a7b014f663b194a18258d44451970e7ffb14810f8a6ea764db0b36f6a,200303271b070f9b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_148.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_148.xml
train_149,train,val,1,bottom,3,0,0,0,494,194,6c8bef4b38cc102d0ca1aa3576bd4850a3491c762b41789f878b05110a4ce69a,4007332707030f8b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_149.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_149.xml
train_150,train,train,1,bottom,4,0,0,0,509,198,3e4a993db87ef8e8ae46fc03ef26efef17be5f0153d19bb3d218fab38a0c932e,200733270703078f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_150.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_150.xml
train_151,train,train,0,,0,0,0,0,471,480,d104fe6a6df41c54b769b5cc67790888c59527d56b7d2d65cba4f8103442faa0,000f070d0b078740,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_151.jpg,
train_152,train,train,0,,0,0,0,0,546,546,583f37461a33227c97a0aada4fd99675eae3386b4866d38cafc15e6782b48a4f,068b0909090787e0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_152.jpg,
train_153,train,train,0,,0,0,0,0,490,331,b4e6195e863bf08df35412449185867ffb1dc1ed0a6e2ac1d3575c0faf726ba6,218e172327178fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_153.jpg,
train_154,train,train,0,,0,0,0,0,487,309,535e5f76d6e4000308217c8284da25fd51ff997ad379fd6393baaa3085d6cf6f,308613270b178fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_154.jpg,
train_155,train,val,0,,0,0,0,0,496,319,8f435cf287f419ddd58fe6d2f2d8ff2f0b02f3a46f39f38aa100103b845aa05d,6086132313178fc5,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_155.jpg,
train_156,train,train,0,,0,0,0,0,486,319,2f17bc5843ad2770563c6725fa96a56d8f2771b95e4e951a23edd4e7aa3cd8dc,618e132737178fc5,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_156.jpg,
train_157,train,train,0,,0,0,0,0,496,343,6b6e5b856e7f99fdb3fd0c4ba476d5cd3a4faf65cbcf399d91f19a361c82a254,618e132727178fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_157.jpg,
train_158,train,train,0,,0,0,0,0,521,222,d6d8661a03c67673580cc6e25b432fc6e9e5c17050b59c74ff2800d9fe0fe109,0007333307078f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_158.jpg,
train_159,train,train,0,,0,0,0,0,536,229,ef86e85116dc94f5c33de0d7d55479ed42fee945090e88dc7d03fd38bad74f0f,0007032303178f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_159.jpg,
train_160,train,val,0,,0,0,0,0,528,225,60b92a8c8201ecdb9891b31ab57ec244f32b50a588ae5c6fdc31c53e6f45b48a,000f372707178f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_160.jpg,
train_161,train,train,0,,0,0,0,0,529,543,85c2d85f91cc42c515861c27b5296943e1ffbfd3cca62942235460c64bf051a9,600f0d0d0f078700,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_161.jpg,
train_162,train,train,0,,0,0,0,0,652,647,5a5620b28ce0f9338eb2548f35f95171843b391b0d650fea6d6e49f22add92aa,200f0f0d0b078740,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_162.jpg,
train_163,train,train,1,bottom,2,1,1,0,573,432,b2bbbca14393dd856326a9d41c4e670eed671c251c15c6d54f8ab8e1e5829ef4,608e1f2303078763,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_163.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_163.xml
train_164,train,train,0,,0,0,0,0,561,429,769875c2fe3c99a0238df8067c8bfc2d1a0fa504a44aeabdfd2802c554076ba4,608e1f2323078f40,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_164.jpg,
train_165,train,train,1,bottom,2,1,1,0,585,452,d7e2bbacc22f03d6c6193c8356f8b9a87bf68f62061cfe859c51dcd47e245a5b,618e1f2323078f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_165.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_165.xml
train_166,train,train,1,bottom,1,0,0,0,576,443,7775bfc8aad8a809a688b671c8829743cddeb8a269b3a63243e2e4de9a0b1421,618e172323078f40,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_166.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_166.xml
train_167,train,train,1,bottom,2,0,0,0,571,451,98d7aeffc6e6f1806dc55938423f9136d97fa080f6110001f9f9716d5202c8a8,618e1f2323078f62,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_167.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_167.xml
train_168,train,val,1,bottom+oblique,5,0,0,0,551,241,00f3b2a0ee285419fe86dd679e221c15f15046396a816b6494ee7da8c5fd786f,0003132703070fcb,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_168.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_168.xml
train_169,train,val,1,bottom+oblique,5,0,0,0,538,233,d88d408bf8446dd04ceb1b9038af435b8ee8590c0adcc3826ae78359f91a2417,000713270b070f8b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_169.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_169.xml
train_170,train,val,1,bottom,3,0,0,0,526,225,ae84e22e35ae1e1185fe4aeb609a82157a78572a338c6fd751b4f86006c501b8,0007132713070f8b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_170.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_170.xml
train_171,train,train,0,,0,0,0,0,552,554,62ecf00354253847bea67baf352df67e01de9451f483909e08f3f9eccabce2df,248b0f2d0b078f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_171.jpg,
train_172,train,train,0,,0,0,0,0,550,556,36d440cf13f1003af1d0b1356ea02f8bbd381aaf526b9ada4bbeb5a3b8c2e44a,000f0f0d0b078f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_172.jpg,
train_173,train,train,0,,0,0,0,0,545,372,2d9170f6f46bf920d81e4768efc75b491c230962a3a098613fd355f1baabaf7b,608e172307078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_173.jpg,
train_174,train,train,0,,0,0,0,0,549,409,beb202b331aa12ec7f3fadaf890a22d5390208408b422629dda4e9f44ea8a181,318e132327078fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_174.jpg,
train_175,train,train,0,,0,0,0,0,536,376,371c836159443acae62289f18dcd59f2ba6fdaa925304ec8be0c2139d6ee2f05,618e132327178fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_175.jpg,
train_176,train,train,0,,0,0,0,0,557,394,bad354ae221ca57ff6b4df49c8c7c17dc99177cfcf7a4dee9419aa5a711af347,318e132327078fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_176.jpg,
train_177,train,train,0,,0,0,0,0,554,393,e7cfb99f8a2e9e961bff3c5f4af5c0be0be087626733d9558783ccc73f5d11c6,2186132327078fc0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_177.jpg,
train_178,train,train,0,,0,0,0,0,495,211,dbbbedb6f420ceca37f87f028baa620d13a3d4cd16ff42496addd49990411f41,000723271f070f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_178.jpg,
train_179,train,train,0,,0,0,0,0,493,217,7b957b414f987c178ba34b03912d1a965332eaaa676b9d8fcfe0253b01ae0489,000e23270f078f43,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_179.jpg,
train_180,train,train,0,,0,0,0,0,514,216,a34dd6d476b3ea3d8f0ee2fcd7c22b309d18fd7b1ba1d9428c1df8e03dd299c7,000f332703070f8b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_180.jpg,
train_181,train,val,0,,0,0,0,0,729,719,77578090d171feac3d3c368d7758d0e861d92bb63202d8d17279e3b197177afd,608f170b03078fe0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_181.jpg,
train_182,train,train,0,,0,0,0,0,821,805,12337fb4af73f9e6f03c82a7c28bee6771a7cc6280473e105252ea553547f15e,020e070f0f0f0f01,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_182.jpg,
train_183,train,val,0,,0,0,0,0,664,540,7de9f498274c0999f5945783b72fb1ad6b8a3d18b0b26e661d84f10e18c17cc8,601e0f23170f07a0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_183.jpg,
train_184,train,train,1,side,4,0,0,0,701,570,fa85d50b4ba1932fe67a359e04c75bf4b760c29d0910282b2fb4cf92bc35c545,608f1b23070f0761,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_184.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_184.xml
train_185,train,train,1,side,3,0,0,0,749,601,97a5370b64797d767adfb9495662f685569570c986bfcf24ab77598c7d2d94ff,e08f0b2317070761,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_185.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_185.xml
train_186,train,train,1,side,3,0,0,0,750,597,dbb69db087343b27a6164abd53bd27d8d027706bebe194bab1cee22e096a50ff,e48f1b2313070721,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_186.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_186.xml
train_187,train,train,1,side,3,0,0,0,749,607,86d5d6ca17eb6031c11ee1e0499dafa3507117f8a4200d1e49ec6942dfe6b663,608f1b2307070761,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_187.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_187.xml
train_188,train,val,1,side,2,0,0,0,734,482,cb626a641fbf4ff1355441bf8729939dd4557e1865480af4f40c4c4a300071e4,000b03230f0f0f00,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_188.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_188.xml
train_189,train,train,1,side,3,0,0,0,760,501,dc2a6fd71f11fb104217f759c715389d9cfb5951fd43d499af1a25cf4fa79db5,000b03030f8f0f43,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_189.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_189.xml
train_190,train,train,1,side,4,0,0,0,760,506,0f554ca4b09ec93522f125e0309742b286bc7f989a4a2791d3af5e23d884ea42,00030b230f8f0f81,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_190.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_190.xml
train_191,train,val,0,,0,0,0,0,636,629,d51f7ca4e54a031a95c8ea3ca730bdf3f2b61158bb07db394f2b51744852eed7,608f130b03078f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_191.jpg,
train_192,train,train,0,,0,0,0,0,707,690,e8059c5e29789a72e003c4c303d5bb5a2f5cb51e4835fd9aa735efbceb5e3b1a,218e1f0d0f070c60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_192.jpg,
train_193,train,train,1,side,4,0,0,0,681,573,f2218443eb2e196f8d0acafce1515dfbd6a538891205e3b074af19c3f4656cf8,618f1f2b070f0f20,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_193.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_193.xml
