stem,split,label,boxes,image,xml,width,height,dhash,sha256,excluded_from_train,exclusion_reason
train_136,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_136.jpg,,477,339,708e1723070f8fc1,0041063c1c7e0050a746253f8114e6b4d382d06afde25928bb44f873432d2ce4,False,
train_137,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_137.jpg,,481,337,308e132307078fc1,b7b25d8f1174de0f94d07dc5bc269e3285d4baf9fdc66b8922fd3f8338c4ecb0,False,
train_141,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_141.jpg,,411,420,048f1b0d0b0787e0,6d8fcc7fa975824d95badd784b2c678ad7f61e504eb45432d23c5076b8bb239b,False,
train_142,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_142.jpg,,487,506,208f1f2d0b078760,f98737cd31208e97bee00fc70960387bfcdf86ab80d60450539b6d6a178a6e56,False,
train_143,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_143.jpg,,463,354,318e172327078fc1,ca773c027c9a43f8a76dad7f05185fc58776733d4e1c76b79880ab5918dbcc07,False,
train_144,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_144.jpg,,477,344,31ce132327178fc0,51378e7407ff14ee550c888b665d10be24f1e1df94c64b8e3a7fbf3285c4a4cc,False,
train_145,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_145.jpg,,480,340,30c6132307078fc0,5c7e8437204a1cc31a9d56d47d2a4261cda7629da2475e62a53c5191fb143e9f,False,
train_146,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_146.jpg,,472,339,318e1b2327078fc0,c4e86f2e16f3b10e376288ba6c2815f97333dfcd5825a2f9b52ed3ac17add1db,False,
train_147,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_147.jpg,,479,325,218e132327078fc1,bd12b1aeeec759bb38dae868efc4411932cc1d7498031ad2400c162406e8fbfd,False,
train_151,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_151.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_151.xml,471,480,000f070d0b078740,d104fe6a6df41c54b769b5cc67790888c59527d56b7d2d65cba4f8103442faa0,False,
train_152,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_152.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_152.xml,546,546,068b0909090787e0,583f37461a33227c97a0aada4fd99675eae3386b4866d38cafc15e6782b48a4f,False,
train_153,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_153.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_153.xml,490,331,218e172327178fc1,b4e6195e863bf08df35412449185867ffb1dc1ed0a6e2ac1d3575c0faf726ba6,False,
train_154,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_154.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_154.xml,487,309,308613270b178fc1,535e5f76d6e4000308217c8284da25fd51ff997ad379fd6393baaa3085d6cf6f,False,
train_155,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_155.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_155.xml,496,319,6086132313178fc5,8f435cf287f419ddd58fe6d2f2d8ff2f0b02f3a46f39f38aa100103b845aa05d,False,
train_156,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_156.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_156.xml,486,319,618e132737178fc5,2f17bc5843ad2770563c6725fa96a56d8f2771b95e4e951a23edd4e7aa3cd8dc,False,
train_157,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_157.jpg,,496,343,618e132727178fc0,6b6e5b856e7f99fdb3fd0c4ba476d5cd3a4faf65cbcf399d91f19a361c82a254,False,
train_158,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_158.jpg,,521,222,0007333307078f8f,d6d8661a03c67673580cc6e25b432fc6e9e5c17050b59c74ff2800d9fe0fe109,False,
train_159,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_159.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_159.xml,536,229,0007032303178f8f,ef86e85116dc94f5c33de0d7d55479ed42fee945090e88dc7d03fd38bad74f0f,False,
train_160,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_160.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_160.xml,528,225,000f372707178f8f,60b92a8c8201ecdb9891b31ab57ec244f32b50a588ae5c6fdc31c53e6f45b48a,False,
train_161,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_161.jpg,,529,543,600f0d0d0f078700,85c2d85f91cc42c515861c27b5296943e1ffbfd3cca62942235460c64bf051a9,False,
train_162,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_162.jpg,,652,647,200f0f0d0b078740,5a5620b28ce0f9338eb2548f35f95171843b391b0d650fea6d6e49f22add92aa,False,
train_163,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_163.jpg,,573,432,608e1f2303078763,b2bbbca14393dd856326a9d41c4e670eed671c251c15c6d54f8ab8e1e5829ef4,False,
train_164,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_164.jpg,,561,429,608e1f2323078f40,769875c2fe3c99a0238df8067c8bfc2d1a0fa504a44aeabdfd2802c554076ba4,False,
train_165,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_165.jpg,,585,452,618e1f2323078f60,d7e2bbacc22f03d6c6193c8356f8b9a87bf68f62061cfe859c51dcd47e245a5b,False,
train_166,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_166.jpg,,576,443,618e172323078f40,7775bfc8aad8a809a688b671c8829743cddeb8a269b3a63243e2e4de9a0b1421,False,
train_167,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_167.jpg,,571,451,618e1f2323078f62,98d7aeffc6e6f1806dc55938423f9136d97fa080f6110001f9f9716d5202c8a8,False,
train_171,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_171.jpg,,552,554,248b0f2d0b078f60,62ecf00354253847bea67baf352df67e01de9451f483909e08f3f9eccabce2df,False,
train_172,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_172.jpg,,550,556,000f0f0d0b078f60,36d440cf13f1003af1d0b1356ea02f8bbd381aaf526b9ada4bbeb5a3b8c2e44a,False,
train_173,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_173.jpg,,545,372,608e172307078fc1,2d9170f6f46bf920d81e4768efc75b491c230962a3a098613fd355f1baabaf7b,False,
train_174,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_174.jpg,,549,409,318e132327078fc0,beb202b331aa12ec7f3fadaf890a22d5390208408b422629dda4e9f44ea8a181,False,
train_175,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_175.jpg,,536,376,618e132327178fc0,371c836159443acae62289f18dcd59f2ba6fdaa925304ec8be0c2139d6ee2f05,False,
train_176,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_176.jpg,,557,394,318e132327078fc0,bad354ae221ca57ff6b4df49c8c7c17dc99177cfcf7a4dee9419aa5a711af347,False,
train_177,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_177.jpg,,554,393,2186132327078fc0,e7cfb99f8a2e9e961bff3c5f4af5c0be0be087626733d9558783ccc73f5d11c6,False,
train_181,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_181.jpg,,729,719,608f170b03078fe0,77578090d171feac3d3c368d7758d0e861d92bb63202d8d17279e3b197177afd,False,
train_182,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_182.jpg,,821,805,020e070f0f0f0f01,12337fb4af73f9e6f03c82a7c28bee6771a7cc6280473e105252ea553547f15e,False,
train_183,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_183.jpg,,664,540,601e0f23170f07a0,7de9f498274c0999f5945783b72fb1ad6b8a3d18b0b26e661d84f10e18c17cc8,False,
train_184,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_184.jpg,,701,570,608f1b23070f0761,fa85d50b4ba1932fe67a359e04c75bf4b760c29d0910282b2fb4cf92bc35c545,False,
train_185,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_185.jpg,,749,601,e08f0b2317070761,97a5370b64797d767adfb9495662f685569570c986bfcf24ab77598c7d2d94ff,False,
train_186,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_186.jpg,,750,597,e48f1b2313070721,dbb69db087343b27a6164abd53bd27d8d027706bebe194bab1cee22e096a50ff,False,
train_187,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_187.jpg,,749,607,608f1b2307070761,86d5d6ca17eb6031c11ee1e0499dafa3507117f8a4200d1e49ec6942dfe6b663,False,
train_191,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_191.jpg,,636,629,608f130b03078f60,d51f7ca4e54a031a95c8ea3ca730bdf3f2b61158bb07db394f2b51744852eed7,False,
train_192,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_192.jpg,,707,690,218e1f0d0f070c60,e8059c5e29789a72e003c4c303d5bb5a2f5cb51e4835fd9aa735efbceb5e3b1a,False,
train_193,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_193.jpg,,681,573,618f1f2b070f0f20,f2218443eb2e196f8d0acafce1515dfbd6a538891205e3b074af19c3f4656cf8,False,
train_194,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_194.jpg,,642,543,618e1f2b070f0f60,6c2268fe089542cd93720ddfb17dfeed7d44684bc02608e162957ff6e4df63e6,False,
train_195,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_195.jpg,,649,545,618e172b07070760,f836174eb125c7f7145201bd622142ecb5e0c3674a49741662b9dc071eeec391,False,
train_196,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_196.jpg,,629,537,608e172b070f0760,76acbeb5757509c99956660d48f17afb12d1502cfa3e07bca43baff1c7303bf6,False,
train_197,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_197.jpg,,654,553,608e1f2b07070f00,8a4e1b0fc1c7764fe6e17074f65579f7ddc375ca3dc1f745c5353b5dac6529b5,False,
train_198,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_198.jpg,,673,572,608f1f0b07070f40,0f6ada1e35bd1f3dadcc347455d387a87b36a16e7925b89a79347e84b17f89ff,False,
train_202,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_202.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_202.xml,453,464,2087130d0f038fe0,ee21464e5abcc5b6533a00814a42d300bba53afc261f130b9ab61304808028dd,False,
train_203,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_203.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_203.xml,518,528,20070f0d0b0f8fe0,8c64e9206097fef45114e810575c9b6b1397c596015669da015def55df5b9248,False,
train_204,train,scratch,4,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_204.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_204.xml,462,368,608e1f2b331387e1,ea907be4f2fe84b836b9f9b06df77d55f0901e609669ff1e04a7ddf2a515050b,False,
train_205,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_205.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_205.xml,462,363,618e1f23370f87e1,b46549ab4746861b9966a902633d82fcab64e5293acf62ce199b17f8e7249b1a,False,
train_206,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_206.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_206.xml,465,360,618e1f2303178fe1,7c4e1798e61fb13006cb48513d84fb9e828d3e808d669c1f1a45c59f4733dc1f,False,
train_207,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_207.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_207.xml,467,375,30ce0f23231387e3,8e746cd49e0f40d76600a618a289e5b5675ec23874c5873173b69d72cfcde81f,False,
train_208,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_208.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_208.xml,470,384,618e1323230787e1,60827802808213cd023167a20c351bb370ceeb47edf17417d480f8612ef0ee09,False,
train_209,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_209.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_209.xml,444,193,2087232717078fc7,7f08480e42bc73215c06149b890875621a81c569e00f4f16fd650ae56edae8e4,False,
train_210,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_210.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_210.xml,458,198,608e33270b078fc3,c67b0a4ab409e87d6e25bde81ae74b6b647fbb04a688f82171909507e0a371fd,False,
train_212,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_212.jpg,,517,522,248f0f0d0b0787e0,e64692032a6a1500931b96ce5447faa4851d2758c97b2d2ab4628eb063631cf9,False,
train_213,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_213.jpg,,497,504,2807070f0b0787e0,59fdfdfd1e656fc64c4bdbe4e2be96dfe8652c6f7fe0ef0a92049a4e218a114d,False,
train_214,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_214.jpg,,466,356,618e1f23070787e1,c3b687c763aa56b90acb3fc267e9344b10b6d818801c02c47f4373ae6d80880f,False,
train_215,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_215.jpg,,457,354,618e1723070787c1,926899ded51d5ff89839956b20f39684881c03f107de9c91964c156914f85fef,False,
train_216,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_216.jpg,,457,346,618e1723070787c1,346bd53418514ec458861ed698aa4ccdc4dafea9aa2f9f901fe26c733e245c39,False,
train_217,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_217.jpg,,460,344,618e1723070f8741,e71b9266f5dbd9a4aa69f0844124b4787f1b29e7be1ff20c7f743fde74075080,False,
train_218,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_218.jpg,,450,340,618e1723270f8fc1,80a0c211981c8dbc86da296e35a06a6a5428c17204cce688e145616f559cae06,False,
train_222,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_222.jpg,,470,481,420f0b0d0d078760,173c16c33a15c5dc58a68561dbb2ca69a9e3b35973d544771b7d3a03cd9edd2f,False,
train_223,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_223.jpg,,537,534,208f0f0d0d078f60,6e9b1c5e5da39aed201ad506dc0db4869263b1f7cbf15eac857172166b031c43,False,
train_224,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_224.jpg,,515,339,608e1723070787c3,d06bdec9467693e89aa4be29654cef53d6d03cac563d30306cd3a1de0763d2bb,False,
train_225,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_225.jpg,,507,328,618e132317078fc3,c5e0da257c5fea4c7373dfa1add1188981a18e49e7ca97a4bf3dbe6a625fb90b,False,
train_226,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_226.jpg,,508,327,618e132307078fc1,176c48aecb2947c01471a6862d0895f4f8467cb765f9622edaf9afb76005863e,False,
train_227,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_227.jpg,,520,335,618e1323070f87c3,a1948e98247a4e7d05a53a654e6b12076eb4152b53f70c5b9134da6f5f979ead,False,
train_228,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_228.jpg,,533,336,608e132307078fc1,97338bbfe52af35694b11e4c26fee62c7fc58c3efa42812e633066c00a879607,False,
train_232,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_232.jpg,,657,649,e08f170b03078fe1,560602d5a8f83fcccbff340e04ae720b5121a3e573f23fb2f4583fcf5efcf468,False,
train_233,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_233.jpg,,776,753,210c0f0e0f0f0c00,0392d979e3921598195275279cfa1d456e9eef5c49b589a0140defc253b9e27b,False,
train_234,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_234.jpg,,613,558,200e8f230f138f69,504923b7bd451a0dbb705eb3f9550fc75bedeb7b7531e699d1c3eb4164fee257,False,
train_235,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_235.jpg,,628,573,e30d9f230f0787e8,9525a99892d24e979e8620420b08a7764c418b3d99b6365f5af6468fffb2f8db,False,
train_236,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_236.jpg,,604,540,600d8f230f138fe9,3d9101d841857b0c2d5376061c5385a31576c31074b7f1a4430e4ae7291e0c3b,False,
train_237,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_237.jpg,,628,560,200d8f230f138fe1,e481ed67dd138f7b05baffdb562a957374c4b9a58e59ac90a52e8cd58f0387c9,False,
train_238,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_238.jpg,,642,578,600d8f230f1387c9,16c90d20706a3cf127d5a89b6fedd2ef22a9762839da17a4d9b3510d8f76345f,False,
train_242,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_242.jpg,,655,653,210e0f0c0d0f8400,7144a0934d2de5948edbf8a2bff0eeba65933ecfa456dc073a977394abfbd34a,False,
train_243,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_243.jpg,,773,737,210f0f0f0b0f8d00,855da0a38217a4faf3a550e377834f54317347fc616141399ca91a653dfb1853,False,
train_244,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_244.jpg,,583,533,400e0b0303078ee0,b27ef55eaaec73a2f951a9ad9c99b69d47bda1a2af7d00bb22ac2c81ad88a6a9,False,
train_245,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_245.jpg,,605,554,618e0b0307078660,cd0db9f5d3e2e9cb7695315e78a6a0e3eaa522dbac5d2e4656f7cca5b23e4d3a,False,
train_246,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_246.jpg,,609,571,618e1b2317078660,52de5d7706c4667c5af0228a35e4cb25e44fc48d3eca26385e0dcec2761ae284,False,
train_247,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_247.jpg,,621,570,410f0b0303078ee0,a483fe1a8df6ac9677e8956d36e0a0e70bd3e47be1bfb238814bd0e2c8be96c7,False,
train_248,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_248.jpg,,677,599,618f0b2707078e40,323e57915ae7cfc4c3f00cc1885e2621b779ff948262791d21250f5f6f8b97f7,False,
train_252,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_252.jpg,,376,389,208f0f0d0f078722,f347a958ac0625790be8bee93b01360e438ffec5032caa96ed66f738bd0eee1a,False,
train_253,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_253.jpg,,424,434,200f0f2d0f078740,dc191a691de46232b08d30c3548c3b74271197568f856fbfd636abd152cd835c,False,
train_254,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_254.jpg,,427,279,409e1f231b0787e3,4e470c5ddf881e7526daed186cfc0ffdcd0d046b640db60a9d63a8a513222125,False,
train_255,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_255.jpg,,434,284,618e172303078f61,ecf8e741ebdbe8ea15e934d1dcb61ac35c8de2b69134783db243a9b21d4f4afc,False,
train_256,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_256.jpg,,445,295,699e1323170787e1,49b1e6b27f7437cb5b710eb98b14beecad82d6369e71b8ff8606e03928a320b5,False,
train_257,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_257.jpg,,446,301,6186172327078fc1,716c707d97171a3dbd8da4d1471e0e3f6438ad719f2673ee20d4aa9d912f4c10,False,
train_258,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_258.jpg,,432,295,618e172313078fe1,7a84ae85162a679f9c49b6c8ad4c29ad89a2c20f473cb0649c94d1a7f6dda74b,False,
train_262,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_262.jpg,,361,371,220f1b0d0b078741,c68872c152a1572c27493c7e63c2463a372c17ede2893e41cc2ee7da936007a1,False,
train_263,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_263.jpg,,417,422,200f070b0b0f8f60,04f9b536ff58483d05f5ea69a7d2a5798c63e86196f66e86ef19c43324be9419,False,
train_264,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_264.jpg,,406,290,618e1f23070787e3,3d4622c26458eabf09cca2443733a0d6b38ffe0d49ef5d86c27da9d8fd210987,False,
train_265,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_265.jpg,,403,297,618e172307078fe1,87e63aecaf1a1373df825355233610977180d8ff6335c3a10a984a56159b7245,False,
train_266,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_266.jpg,,407,312,718e1f2307078fe1,5b8d4777730f91eb41152f6d394f8cb7e44b0f3c7146d5dc7f9e447a61bcbbcf,False,
train_267,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_267.jpg,,413,313,618e172307078fc1,db78ae7c164aaa58c95806dff4804170b4bbdd90e3a040e63ca2a81d30ba9b67,False,
train_268,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_268.jpg,,424,323,318e1f23070787e1,ed322dc26b069ea7c2a0670abb47caa143714676e57c266451a84a35489b038e,False,
train_271,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_271.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_271.xml,392,415,600f17090f078760,4faf0fa41de134928c3492a561640d3cccfbed2453a1fe32b3147a1d370b55fe,False,
train_272,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_272.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_272.xml,465,468,000f0f0d0d0f8f60,e61db58b89815be56c11fb27d77078fc8b99d49f5960f602d276a2b999252a36,False,
train_273,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_273.jpg,,434,290,418e1723070787e3,6045796cbb6ad24fa17ccbc9e1d97df37d05a3201042bbb7c08aa37788210123,False,
train_274,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_274.jpg,,447,300,638e172307078763,9d66e0403d29a7b4607edaa1e28717fbc0dfda2deb5af83cc9c80d6567cc6cd1,False,
train_275,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_275.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_275.xml,453,303,618e17230f078fe1,e4b23fe2d3b95afee8c1e4aa1383d702b784ffd0bce1b49417707c67c0f9c54e,False,
train_276,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_276.jpg,,458,318,618e172317078fe1,c59ef89b808f5c327c1bdcafc1457470c6e40643feaa71e7d2242b1dd738abec,False,
train_277,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_277.jpg,,428,290,618e1723070787c3,56a34b50fded30dfe3d215744d18894663ce117afa6560d30127e3232c6e5cfd,False,
train_281,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_281.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_281.xml,418,430,200f0f0d0b078740,06d3db819ca2ff529772b8b853a92d92fc9775f6d80cba54ecd49d042a5eec53,False,
train_282,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_282.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_282.xml,410,421,208f1f2d09078760,4500541cf6315e78051cddb2e99d834e7593cac0eb72b5b10641b488567e92c1,False,
train_283,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_283.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_283.xml,414,276,608e1f270f0787c1,52dddc4e39c1dfdc66517456be845aae044d9b1dea91c074921d035c7a5c454c,False,
train_284,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_284.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_284.xml,426,290,618e172313178fc1,0eb32474f6313a89f7526f2cf9d3c0b0f07cf8fedaed2a7b8c6fc6b4f1051433,False,
train_285,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_285.jpg,,425,284,618e1b2327178fc1,86c5f1dcc23018f1cf8ea1ef469160966ab8472dc8f3683de9b009d4cfc5e4c3,False,
