stem,split,defect,boxes,kept_boxes,difficult_boxes,excluded,reason,image,xml
train_169,val,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_169.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_169.xml
train_170,val,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_170.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_170.xml
train_171,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_171.jpg,
train_172,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_172.jpg,
train_173,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_173.jpg,
train_174,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_174.jpg,
train_175,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_175.jpg,
train_176,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_176.jpg,
train_177,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_177.jpg,
train_178,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_178.jpg,
train_179,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_179.jpg,
train_180,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_180.jpg,
train_181,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_181.jpg,
train_182,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_182.jpg,
train_183,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_183.jpg,
train_184,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_184.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_184.xml
train_185,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_185.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_185.xml
train_186,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_186.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_186.xml
train_187,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_187.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_187.xml
train_188,val,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_188.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_188.xml
train_189,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_189.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_189.xml
train_190,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_190.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_190.xml
train_191,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_191.jpg,
train_192,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_192.jpg,
train_193,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_193.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_193.xml
train_194,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_194.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_194.xml
train_195,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_195.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_195.xml
train_196,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_196.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_196.xml
train_197,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_197.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_197.xml
train_198,train,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_198.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_198.xml
train_199,train,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_199.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_199.xml
train_200,val,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_200.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_200.xml
train_201,train,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_201.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_201.xml
train_202,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_202.jpg,
train_203,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_203.jpg,
train_204,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_204.jpg,
train_205,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_205.jpg,
train_206,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_206.jpg,
train_207,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_207.jpg,
train_208,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_208.jpg,
train_209,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_209.jpg,
train_210,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_210.jpg,
train_211,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_211.jpg,
train_212,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_212.jpg,
train_213,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_213.jpg,
train_214,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_214.jpg,
train_215,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_215.jpg,
train_216,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_216.jpg,
train_217,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_217.jpg,
train_218,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_218.jpg,
train_219,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_219.jpg,
train_220,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_220.jpg,
train_221,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_221.jpg,
train_222,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_222.jpg,
train_223,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_223.jpg,
train_224,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_224.jpg,
train_225,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_225.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_225.xml
train_226,train,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_226.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_226.xml
train_227,train,1,7,7,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_227.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_227.xml
train_228,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_228.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_228.xml
train_229,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_229.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_229.xml
train_230,train,1,1,1,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_230.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_230.xml
train_231,val,1,1,1,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_231.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_231.xml
train_232,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_232.jpg,
train_233,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_233.jpg,
train_234,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_234.jpg,
train_235,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_235.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_235.xml
train_236,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_236.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_236.xml
train_237,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_237.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_237.xml
train_238,train,1,1,1,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_238.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_238.xml
train_239,val,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_239.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_239.xml
train_240,val,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_240.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_240.xml
train_241,val,1,1,1,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_241.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_241.xml
train_242,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_242.jpg,
train_243,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_243.jpg,
train_244,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_244.jpg,
train_245,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_245.jpg,
train_246,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_246.jpg,
train_247,train,1,2,2,2,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_247.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_247.xml
train_248,train,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_248.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_248.xml
train_249,val,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_249.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_249.xml
train_250,val,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_250.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_250.xml
train_251,train,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_251.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_251.xml
train_252,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_252.jpg,
train_253,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_253.jpg,
train_254,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_254.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_254.xml
train_255,train,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_255.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_255.xml
train_256,train,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_256.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_256.xml
train_257,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_257.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_257.xml
train_258,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_258.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_258.xml
train_259,val,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_259.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_259.xml
train_260,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_260.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_260.xml
train_261,val,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_261.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_261.xml
train_262,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_262.jpg,
train_263,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_263.jpg,
train_264,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_264.jpg,
train_265,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_265.jpg,
train_266,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_266.jpg,
train_267,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_267.jpg,
train_268,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_268.jpg,
train_269,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_269.jpg,
train_270,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_270.jpg,
train_271,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_271.jpg,
train_272,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_272.jpg,
train_273,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_273.jpg,
train_274,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_274.jpg,
train_275,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_275.jpg,
train_276,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_276.jpg,
train_277,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_277.jpg,
train_278,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_278.jpg,
train_279,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_279.jpg,
train_280,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_280.jpg,
train_281,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_281.jpg,
train_282,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_282.jpg,
train_283,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_283.jpg,
train_284,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_284.jpg,
train_285,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_285.jpg,
train_286,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_286.jpg,
train_287,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_287.jpg,
train_288,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_288.jpg,
train_289,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_289.jpg,
train_290,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_290.jpg,
train_291,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_291.jpg,
train_292,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_292.jpg,
train_293,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_293.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_293.xml
train_294,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_294.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_294.xml
train_295,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_295.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_295.xml
train_296,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_296.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_296.xml
train_297,val,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_297.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_297.xml
train_298,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_298.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_298.xml
train_299,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_299.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_299.xml
train_300,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_300.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_300.xml
train_301,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_301.jpg,
train_302,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_302.jpg,
train_303,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_303.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_303.xml
train_304,train,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_304.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_304.xml
train_305,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_305.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_305.xml
train_306,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_306.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_306.xml
train_307,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_307.jpg,
train_308,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_308.jpg,
train_309,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_309.jpg,
train_310,val,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_310.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_310.xml
train_311,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_311.jpg,
train_312,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_312.jpg,
train_313,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_313.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_313.xml
train_314,val,1,3,3,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_314.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_314.xml
train_315,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_315.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_315.xml
train_316,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_316.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_316.xml
train_317,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_317.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_317.xml
train_318,train,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_318.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_318.xml
train_319,train,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_319.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_319.xml
train_320,train,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_320.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_320.xml
train_321,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_321.jpg,
train_322,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_322.jpg,
train_323,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_323.jpg,
train_324,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_324.jpg,
train_325,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_325.jpg,
train_326,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_326.jpg,
train_327,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_327.jpg,
train_328,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_328.jpg,
train_329,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_329.jpg,
train_330,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_330.jpg,
train_331,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_331.jpg,
train_332,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_332.jpg,
train_333,train,1,1,1,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_333.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_333.xml
train_334,train,1,1,1,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_334.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_334.xml
train_335,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_335.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_335.xml
