source_image,crop_path,box_index,class_id,confidence,x1,y1,x2,y2,pad_x1,pad_y1,pad_x2,pad_y2,image_width,image_height
train\train_061.jpg,crops\train\train_061.jpg,1,0,0.957227,898.71,322.22,1430.73,838.36,792,219,1537,942,2560,1440
train\train_062.jpg,crops\train\train_062.jpg,1,0,0.961121,908.72,237.63,1533.62,827.14,784,120,1659,945,2560,1440
train\train_063.jpg,crops\train\train_063.jpg,1,0,0.928621,964.69,273.46,1505.92,846.79,856,159,1614,961,2560,1440
train\train_064.jpg,crops\train\train_064.jpg,1,0,0.423167,978.52,121.34,1539.16,720.40,866,2,1651,840,2560,1440
train\train_065.jpg,crops\train\train_065.jpg,1,0,0.957925,996.87,40.69,1563.88,643.64,883,0,1677,764,2560,1440
train\train_066.jpg,crops\train\train_066.jpg,1,0,0.980652,958.32,43.54,1528.43,649.00,844,0,1642,770,2560,1440
train\train_067.jpg,crops\train\train_067.jpg,1,0,0.923231,936.72,125.15,1511.43,734.79,822,3,1626,857,2560,1440
train\train_068.jpg,crops\train\train_068.jpg,1,0,0.906465,1079.47,271.71,1609.76,951.87,973,136,1716,1088,2560,1440
train\train_069.jpg,crops\train\train_069.jpg,1,0,0.921021,1082.89,205.59,1600.68,894.51,979,68,1704,1032,2560,1440
train\train_070.jpg,crops\train\train_070.jpg,1,0,0.909108,1104.64,207.38,1608.52,875.51,1004,74,1709,1009,2560,1440
train\train_071.jpg,crops\train\train_071.jpg,1,0,0.645302,1145.38,400.28,1602.05,850.80,1054,310,1693,941,2560,1440
train\train_072.jpg,crops\train\train_072.jpg,1,0,0.978159,1257.31,295.95,1734.94,765.18,1162,202,1830,859,2560,1440
train\train_073.jpg,crops\train\train_073.jpg,1,0,0.959528,1129.52,317.89,1380.31,698.00,1079,242,1430,774,2560,1440
train\train_074.jpg,crops\train\train_074.jpg,1,0,0.969341,1224.42,292.30,1464.82,701.91,1176,210,1513,784,2560,1440
train\train_075.jpg,crops\train\train_075.jpg,1,0,0.214060,1272.05,324.44,1517.96,742.91,1223,241,1567,827,2560,1440
train\train_076.jpg,crops\train\train_076.jpg,1,0,0.943261,1373.17,358.78,1619.38,784.12,1324,274,1669,869,2560,1440
train\train_077.jpg,crops\train\train_077.jpg,1,0,0.775826,1378.72,331.81,1633.42,761.89,1328,246,1684,848,2560,1440
train\train_078.jpg,crops\train\train_078.jpg,1,0,0.917493,1263.82,568.44,1457.03,1016.10,1225,479,1496,1106,2560,1440
train\train_079.jpg,crops\train\train_079.jpg,1,0,0.927065,1280.63,571.19,1459.31,1004.84,1245,484,1495,1092,2560,1440
train\train_080.jpg,crops\train\train_080.jpg,1,0,0.885377,1332.60,588.41,1498.87,1006.12,1299,505,1532,1090,2560,1440
train\train_081.jpg,crops\train\train_081.jpg,1,0,0.972713,997.99,310.09,1546.41,843.05,888,203,1656,950,2560,1440
train\train_082.jpg,crops\train\train_082.jpg,1,0,0.962872,965.41,384.84,1502.19,956.53,858,271,1610,1071,2560,1440
train\train_083.jpg,crops\train\train_083.jpg,1,0,0.965550,1051.34,331.87,1584.14,910.11,945,216,1691,1026,2560,1440
train\train_084.jpg,crops\train\train_084.jpg,1,0,0.954524,999.42,305.60,1535.68,879.93,892,191,1643,995,2560,1440
train\train_085.jpg,crops\train\train_085.jpg,1,0,0.976019,1086.99,301.49,1590.94,854.34,986,191,1692,965,2560,1440
train\train_086.jpg,crops\train\train_086.jpg,1,0,0.947607,991.29,146.73,1517.61,718.95,886,32,1623,833,2560,1440
train\train_087.jpg,crops\train\train_087.jpg,1,0,0.143648,1173.32,357.87,1537.84,878.33,1100,254,1611,982,2560,1440
train\train_088.jpg,crops\train\train_088.jpg,1,0,0.323908,1225.16,399.29,1595.40,929.47,1151,293,1669,1036,2560,1440
train\train_089.jpg,crops\train\train_089.jpg,1,0,0.977973,1225.77,389.46,1604.40,925.98,1150,282,1680,1033,2560,1440
train\train_090.jpg,crops\train\train_090.jpg,1,0,0.958979,869.04,487.75,1488.02,1078.42,745,370,1612,1197,2560,1440
train\train_091.jpg,crops\train\train_091.jpg,1,0,0.904631,1335.05,407.95,1691.68,772.59,1264,335,1763,846,2560,1440
train\train_092.jpg,crops\train\train_092.jpg,1,0,0.985985,1294.82,460.66,1598.30,769.80,1234,399,1659,832,2560,1440
train\train_093.jpg,crops\train\train_093.jpg,1,0,0.910997,1379.60,381.98,1601.48,711.45,1335,316,1646,777,2560,1440
train\train_094.jpg,crops\train\train_094.jpg,1,0,0.962268,1407.48,333.08,1620.86,663.52,1365,267,1664,730,2560,1440
train\train_095.jpg,crops\train\train_095.jpg,1,0,0.405994,1458.98,328.30,1670.96,670.61,1417,260,1713,739,2560,1440
train\train_096.jpg,crops\train\train_096.jpg,1,0,0.979412,1508.15,275.72,1718.78,624.21,1466,206,1761,694,2560,1440
train\train_097.jpg,crops\train\train_097.jpg,1,0,0.364698,1522.18,252.78,1730.93,604.83,1480,182,1773,675,2560,1440
train\train_098.jpg,crops\train\train_098.jpg,1,0,0.543807,1191.52,309.53,1318.14,663.61,1166,239,1343,734,2560,1440
train\train_099.jpg,crops\train\train_099.jpg,1,0,0.821057,1254.94,409.98,1389.63,755.74,1228,341,1417,825,2560,1440
train\train_100.jpg,crops\train\train_100.jpg,1,0,0.563545,1439.85,468.77,1570.51,831.63,1414,396,1597,904,2560,1440
train\train_101.jpg,crops\train\train_101.jpg,1,0,0.975855,1185.25,478.37,1521.74,816.27,1118,411,1589,884,2560,1440
train\train_102.jpg,crops\train\train_102.jpg,1,0,0.978604,1080.81,553.96,1439.17,915.04,1009,482,1511,987,2560,1440
train\train_103.jpg,crops\train\train_103.jpg,1,0,0.981883,1312.02,366.57,1575.74,735.10,1259,293,1628,809,2560,1440
train\train_104.jpg,crops\train\train_104.jpg,1,0,0.848782,1375.15,276.16,1636.35,654.90,1323,200,1689,731,2560,1440
train\train_105.jpg,crops\train\train_105.jpg,1,0,0.982948,1344.90,316.93,1619.63,708.47,1290,239,1675,787,2560,1440
train\train_106.jpg,crops\train\train_106.jpg,1,0,0.959672,1393.98,388.27,1659.67,776.76,1341,311,1713,854,2560,1440
train\train_107.jpg,crops\train\train_107.jpg,1,0,0.935423,1441.74,370.39,1703.63,754.73,1389,294,1756,832,2560,1440
train\train_108.jpg,crops\train\train_108.jpg,1,0,0.640817,1220.95,305.57,1395.61,687.37,1186,229,1431,764,2560,1440
train\train_109.jpg,crops\train\train_109.jpg,1,0,0.805385,1366.79,410.18,1518.08,806.75,1337,331,1548,886,2560,1440
train\train_110.jpg,crops\train\train_110.jpg,1,0,0.798272,1379.63,374.73,1526.00,752.66,1350,299,1555,828,2560,1440
train\train_111.jpg,crops\train\train_111.jpg,1,0,0.973805,1263.37,308.37,1613.18,661.34,1193,238,1683,732,2560,1440
train\train_112.jpg,crops\train\train_112.jpg,1,0,0.974368,1252.65,390.03,1663.10,797.87,1171,308,1745,879,2560,1440
train\train_113.jpg,crops\train\train_113.jpg,1,0,0.878430,1364.77,255.43,1644.58,605.72,1309,185,1701,676,2560,1440
train\train_114.jpg,crops\train\train_114.jpg,1,0,0.849348,1313.18,94.45,1593.27,446.02,1257,24,1649,516,2560,1440
train\train_115.jpg,crops\train\train_115.jpg,1,0,0.961192,1313.24,279.83,1595.36,629.74,1257,210,1652,700,2560,1440
train\train_116.jpg,crops\train\train_116.jpg,1,0,0.317700,1309.01,221.84,1599.68,584.35,1251,149,1658,657,2560,1440
train\train_117.jpg,crops\train\train_117.jpg,1,0,0.935554,1391.72,279.45,1682.92,655.54,1333,204,1741,731,2560,1440
train\train_118.jpg,crops\train\train_118.jpg,1,0,0.907778,1176.87,212.78,1377.91,613.85,1137,133,1418,694,2560,1440
train\train_119.jpg,crops\train\train_119.jpg,1,0,0.922908,1300.56,496.74,1468.35,904.06,1267,415,1502,986,2560,1440
train\train_120.jpg,crops\train\train_120.jpg,1,0,0.913107,1276.96,592.39,1443.46,1001.73,1244,511,1477,1084,2560,1440
train\train_121.jpg,crops\train\train_121.jpg,1,0,0.968527,1163.49,403.75,1711.02,935.34,1054,297,1821,1042,2560,1440
train\train_122.jpg,crops\train\train_122.jpg,1,0,0.961384,909.51,472.93,1403.99,956.05,811,376,1503,1053,2560,1440
train\train_123.jpg,crops\train\train_123.jpg,1,0,0.191354,1119.25,188.85,1651.02,733.72,1013,80,1757,843,2560,1440
train\train_124.jpg,crops\train\train_124.jpg,1,0,0.621457,1131.78,260.91,1640.53,787.62,1030,156,1742,893,2560,1440
train\train_125.jpg,crops\train\train_125.jpg,1,0,0.970286,1244.51,394.56,1780.98,953.98,1137,283,1888,1066,2560,1440
train\train_126.jpg,crops\train\train_126.jpg,1,0,0.932104,1281.06,352.06,1807.71,898.26,1176,243,1913,1007,2560,1440
train\train_127.jpg,crops\train\train_127.jpg,1,0,0.976618,1217.16,260.58,1782.71,840.59,1104,145,1896,957,2560,1440
train\train_128.jpg,crops\train\train_128.jpg,1,0,0.849226,913.47,156.44,1502.93,569.13,796,74,1621,652,2560,1440
train\train_129.jpg,crops\train\train_129.jpg,1,0,0.817168,956.63,63.53,1529.23,468.86,842,0,1644,550,2560,1440
train\train_130.jpg,crops\train\train_130.jpg,1,0,0.951876,1136.84,294.42,1683.10,673.78,1028,219,1792,750,2560,1440
train\train_131.jpg,crops\train\train_131.jpg,1,0,0.977511,1008.58,486.70,1314.66,792.44,947,426,1376,854,2560,1440
train\train_132.jpg,crops\train\train_132.jpg,1,0,0.813654,1012.47,299.74,1351.10,644.98,945,231,1419,714,2560,1440
train\train_133.jpg,crops\train\train_133.jpg,1,0,0.977724,1199.30,310.88,1521.86,523.97,1135,268,1586,567,2560,1440
train\train_134.jpg,crops\train\train_134.jpg,1,0,0.968398,1095.09,367.73,1447.76,601.18,1025,321,1518,648,2560,1440
train\train_135.jpg,crops\train\train_135.jpg,1,0,0.965695,1088.16,457.89,1423.58,699.55,1021,410,1491,748,2560,1440
train\train_136.jpg,crops\train\train_136.jpg,1,0,0.977362,1079.55,421.80,1419.93,663.73,1011,373,1488,712,2560,1440
train\train_137.jpg,crops\train\train_137.jpg,1,0,0.972568,1002.90,431.31,1346.40,671.83,934,383,1415,720,2560,1440
train\train_138.jpg,crops\train\train_138.jpg,1,0,0.945989,1179.59,259.85,1559.38,410.14,1104,230,1635,440,2560,1440
train\train_139.jpg,crops\train\train_139.jpg,1,0,0.796744,1146.00,278.08,1526.76,427.47,1070,248,1603,457,2560,1440
train\train_140.jpg,crops\train\train_140.jpg,1,0,0.533741,1161.26,278.94,1542.24,431.18,1085,248,1618,462,2560,1440
train\train_141.jpg,crops\train\train_141.jpg,1,0,0.911370,1150.37,363.44,1444.41,663.32,1092,303,1503,723,2560,1440
train\train_142.jpg,crops\train\train_142.jpg,1,0,0.956289,1166.54,249.14,1514.26,610.73,1097,177,1584,683,2560,1440
train\train_143.jpg,crops\train\train_143.jpg,1,0,0.974591,1162.34,416.70,1492.83,669.84,1096,366,1559,720,2560,1440
train\train_144.jpg,crops\train\train_144.jpg,1,0,0.980558,1011.88,289.82,1353.01,535.78,944,241,1421,585,2560,1440
train\train_145.jpg,crops\train\train_145.jpg,1,0,0.967056,916.22,309.89,1259.34,552.77,848,261,1328,601,2560,1440
train\train_146.jpg,crops\train\train_146.jpg,1,0,0.396492,940.62,349.86,1277.94,591.93,873,301,1345,640,2560,1440
train\train_147.jpg,crops\train\train_147.jpg,1,0,0.959449,969.71,377.55,1311.51,609.86,901,331,1380,656,2560,1440
train\train_148.jpg,crops\train\train_148.jpg,1,0,0.915994,976.02,387.45,1336.63,533.49,904,358,1409,563,2560,1440
train\train_149.jpg,crops\train\train_149.jpg,1,0,0.937555,1037.39,315.87,1390.43,454.62,967,288,1461,482,2560,1440
train\train_150.jpg,crops\train\train_150.jpg,1,0,0.956991,995.84,315.99,1359.28,457.92,923,288,1432,486,2560,1440
train\train_151.jpg,crops\train\train_151.jpg,1,0,0.969929,1344.36,368.80,1681.07,711.30,1277,300,1748,780,2560,1440
train\train_152.jpg,crops\train\train_152.jpg,1,0,0.960278,1001.69,301.28,1391.99,690.77,924,223,1470,769,2560,1440
train\train_153.jpg,crops\train\train_153.jpg,1,0,0.935383,1063.75,354.51,1413.92,591.11,994,307,1484,638,2560,1440
train\train_154.jpg,crops\train\train_154.jpg,1,0,0.966988,979.28,277.89,1327.79,499.20,910,234,1397,543,2560,1440
train\train_155.jpg,crops\train\train_155.jpg,1,0,0.913762,910.94,299.13,1265.51,527.24,840,254,1336,573,2560,1440
train\train_156.jpg,crops\train\train_156.jpg,1,0,0.965247,976.15,321.21,1323.88,549.29,907,276,1393,595,2560,1440
train\train_157.jpg,crops\train\train_157.jpg,1,0,0.963602,1021.69,369.30,1376.25,614.00,951,320,1447,663,2560,1440
train\train_158.jpg,crops\train\train_158.jpg,1,0,0.943385,1014.27,314.49,1386.94,472.99,940,283,1461,505,2560,1440
train\train_159.jpg,crops\train\train_159.jpg,1,0,0.955024,907.69,257.91,1290.36,420.97,831,225,1367,454,2560,1440
train\train_160.jpg,crops\train\train_160.jpg,1,0,0.937704,948.60,248.33,1325.43,408.92,873,216,1401,441,2560,1440
train\train_161.jpg,crops\train\train_161.jpg,1,0,0.879085,1309.61,349.83,1687.23,737.78,1234,272,1763,815,2560,1440
train\train_162.jpg,crops\train\train_162.jpg,1,0,0.923390,1267.85,244.98,1733.53,707.11,1175,153,1827,800,2560,1440
train\train_163.jpg,crops\train\train_163.jpg,1,0,0.606466,1170.09,308.96,1578.96,616.94,1088,247,1661,679,2560,1440
train\train_164.jpg,crops\train\train_164.jpg,1,0,0.949474,1141.88,289.55,1543.10,596.05,1062,228,1623,657,2560,1440
train\train_165.jpg,crops\train\train_165.jpg,1,0,0.969031,1077.72,251.50,1495.48,574.67,994,187,1579,639,2560,1440
train\train_166.jpg,crops\train\train_166.jpg,1,0,0.956067,1008.00,309.68,1419.92,626.15,926,246,1502,689,2560,1440
train\train_167.jpg,crops\train\train_167.jpg,1,0,0.977767,977.40,338.34,1385.49,660.55,896,274,1467,725,2560,1440
train\train_168.jpg,crops\train\train_168.jpg,1,0,0.954785,1133.39,483.62,1527.11,655.68,1055,449,1606,690,2560,1440
train\train_169.jpg,crops\train\train_169.jpg,1,0,0.963764,1124.61,427.38,1509.40,593.36,1048,394,1586,627,2560,1440
train\train_170.jpg,crops\train\train_170.jpg,1,0,0.617420,1088.04,415.84,1463.78,576.96,1013,384,1539,609,2560,1440
train\train_171.jpg,crops\train\train_171.jpg,1,0,0.977513,1254.68,315.79,1648.88,711.89,1176,237,1728,791,2560,1440
train\train_172.jpg,crops\train\train_172.jpg,1,0,0.967861,1337.90,382.50,1730.50,779.40,1259,303,1809,859,2560,1440
train\train_173.jpg,crops\train\train_173.jpg,1,0,0.919910,1203.02,280.01,1591.84,545.68,1125,227,1670,599,2560,1440
train\train_174.jpg,crops\train\train_174.jpg,1,0,0.962763,964.08,391.36,1356.54,683.57,886,333,1435,742,2560,1440
train\train_175.jpg,crops\train\train_175.jpg,1,0,0.309287,1107.26,282.77,1490.69,551.09,1031,229,1567,605,2560,1440
train\train_176.jpg,crops\train\train_176.jpg,1,0,0.984812,1120.42,216.98,1518.51,498.62,1041,161,1598,555,2560,1440
train\train_177.jpg,crops\train\train_177.jpg,1,0,0.956698,1066.21,206.13,1462.17,486.88,987,150,1541,543,2560,1440
train\train_178.jpg,crops\train\train_178.jpg,1,0,0.963636,1183.78,367.56,1537.10,517.85,1113,337,1608,548,2560,1440
train\train_179.jpg,crops\train\train_179.jpg,1,0,0.962307,1186.37,364.00,1538.69,519.04,1116,333,1609,550,2560,1440
train\train_180.jpg,crops\train\train_180.jpg,1,0,0.960082,1168.66,315.65,1535.20,470.35,1095,285,1609,501,2560,1440
train\train_181.jpg,crops\train\train_181.jpg,1,0,0.954140,929.90,252.59,1450.92,766.38,826,150,1555,869,2560,1440
train\train_182.jpg,crops\train\train_182.jpg,1,0,0.959050,1123.19,124.18,1709.74,698.64,1006,9,1827,814,2560,1440
train\train_183.jpg,crops\train\train_183.jpg,1,0,0.963986,1094.60,283.02,1569.36,669.04,1000,206,1664,746,2560,1440
train\train_184.jpg,crops\train\train_184.jpg,1,0,0.945664,964.36,304.74,1465.28,711.65,864,223,1565,793,2560,1440
train\train_185.jpg,crops\train\train_185.jpg,1,0,0.921918,879.83,165.57,1415.31,595.32,773,80,1522,681,2560,1440
train\train_186.jpg,crops\train\train_186.jpg,1,0,0.953658,936.89,144.96,1473.19,571.32,830,60,1580,657,2560,1440
train\train_187.jpg,crops\train\train_187.jpg,1,0,0.942772,990.83,182.60,1525.96,616.00,884,96,1633,703,2560,1440
train\train_188.jpg,crops\train\train_188.jpg,1,0,0.927694,1195.00,483.48,1718.93,827.97,1090,415,1824,897,2560,1440
train\train_189.jpg,crops\train\train_189.jpg,1,0,0.959536,1054.78,369.34,1597.05,727.76,946,298,1706,799,2560,1440
train\train_190.jpg,crops\train\train_190.jpg,1,0,0.699685,1029.83,300.18,1572.51,661.65,921,228,1681,734,2560,1440
train\train_191.jpg,crops\train\train_191.jpg,1,0,0.963968,1091.99,299.92,1546.19,749.47,1001,210,1637,839,2560,1440
train\train_192.jpg,crops\train\train_192.jpg,1,0,0.964904,1110.77,272.33,1616.29,765.27,1010,174,1717,864,2560,1440
train\train_193.jpg,crops\train\train_193.jpg,1,0,0.472875,1071.53,140.69,1557.88,549.97,974,59,1655,632,2560,1440
train\train_194.jpg,crops\train\train_194.jpg,1,0,0.978745,1120.53,330.80,1578.90,718.35,1029,253,1671,796,2560,1440
train\train_195.jpg,crops\train\train_195.jpg,1,0,0.957999,1030.78,331.51,1494.40,720.86,938,254,1587,799,2560,1440
train\train_196.jpg,crops\train\train_196.jpg,1,0,0.680551,972.71,354.56,1422.12,737.91,883,278,1512,815,2560,1440
train\train_197.jpg,crops\train\train_197.jpg,1,0,0.950409,1162.79,261.80,1629.91,656.66,1069,183,1723,736,2560,1440
train\train_198.jpg,crops\train\train_198.jpg,1,0,0.980187,1058.27,266.00,1539.11,674.72,962,184,1635,756,2560,1440
train\train_199.jpg,crops\train\train_199.jpg,1,0,0.769402,1078.18,294.95,1510.68,589.20,992,236,1597,648,2560,1440
train\train_200.jpg,crops\train\train_200.jpg,1,0,0.961542,990.17,249.54,1466.77,567.92,895,186,1562,632,2560,1440
train\train_201.jpg,crops\train\train_201.jpg,1,0,0.965047,999.85,262.70,1479.86,584.39,904,198,1576,649,2560,1440
train\train_202.jpg,crops\train\train_202.jpg,1,0,0.739012,1327.64,383.63,1651.34,714.81,1263,317,1716,781,2560,1440
train\train_203.jpg,crops\train\train_203.jpg,1,0,0.960274,1288.83,311.60,1658.87,688.79,1215,236,1733,764,2560,1440
train\train_204.jpg,crops\train\train_204.jpg,1,0,0.957872,1064.37,469.24,1394.46,732.58,998,417,1460,785,2560,1440
train\train_205.jpg,crops\train\train_205.jpg,1,0,0.966359,1075.88,412.97,1406.23,672.20,1010,361,1472,724,2560,1440
train\train_206.jpg,crops\train\train_206.jpg,1,0,0.812966,1059.22,414.08,1391.12,671.11,993,363,1458,723,2560,1440
train\train_207.jpg,crops\train\train_207.jpg,1,0,0.968196,976.50,416.29,1309.88,684.26,910,363,1377,738,2560,1440
train\train_208.jpg,crops\train\train_208.jpg,1,0,0.963799,965.12,442.65,1300.82,716.70,898,388,1368,772,2560,1440
train\train_209.jpg,crops\train\train_209.jpg,1,0,0.879776,1109.45,522.25,1426.29,660.68,1046,495,1490,688,2560,1440
train\train_210.jpg,crops\train\train_210.jpg,1,0,0.659947,1044.11,527.62,1371.12,668.61,979,499,1437,697,2560,1440
train\train_211.jpg,crops\train\train_211.jpg,1,0,0.962409,1027.53,500.20,1349.70,643.52,963,472,1414,672,2560,1440
train\train_212.jpg,crops\train\train_212.jpg,1,0,0.972242,1020.53,275.64,1389.75,648.50,947,201,1464,723,2560,1440
train\train_213.jpg,crops\train\train_213.jpg,1,0,0.976441,1131.44,404.87,1486.27,765.14,1060,333,1557,837,2560,1440
train\train_214.jpg,crops\train\train_214.jpg,1,0,0.971942,1098.89,417.06,1431.67,670.82,1032,366,1498,722,2560,1440
train\train_215.jpg,crops\train\train_215.jpg,1,0,0.974976,1093.05,349.14,1419.27,602.08,1028,299,1485,653,2560,1440
train\train_216.jpg,crops\train\train_216.jpg,1,0,0.969472,1053.66,306.00,1380.15,553.15,988,257,1445,603,2560,1440
train\train_217.jpg,crops\train\train_217.jpg,1,0,0.970131,1038.78,308.03,1367.44,553.71,973,259,1433,603,2560,1440
train\train_218.jpg,crops\train\train_218.jpg,1,0,0.946125,1027.15,331.43,1348.76,574.67,963,283,1413,623,2560,1440
train\train_219.jpg,crops\train\train_219.jpg,1,0,0.819195,880.53,404.48,1280.38,550.90,801,375,1360,580,2560,1440
train\train_220.jpg,crops\train\train_220.jpg,1,0,0.953107,1033.72,324.37,1419.36,468.27,957,296,1496,497,2560,1440
train\train_221.jpg,crops\train\train_221.jpg,1,0,0.940163,1002.33,337.60,1392.87,485.63,924,308,1471,515,2560,1440
train\train_222.jpg,crops\train\train_222.jpg,1,0,0.970708,1117.99,424.62,1453.83,768.25,1051,356,1521,837,2560,1440
train\train_223.jpg,crops\train\train_223.jpg,1,0,0.549742,1184.97,400.49,1568.35,782.05,1108,324,1645,858,2560,1440
train\train_224.jpg,crops\train\train_224.jpg,1,0,0.967413,1226.24,251.28,1594.53,493.89,1153,203,1668,542,2560,1440
train\train_225.jpg,crops\train\train_225.jpg,1,0,0.974171,1015.13,288.58,1377.66,522.76,943,242,1450,570,2560,1440
train\train_226.jpg,crops\train\train_226.jpg,1,0,0.967067,986.51,205.97,1349.05,439.59,914,159,1422,486,2560,1440
train\train_227.jpg,crops\train\train_227.jpg,1,0,0.964565,946.12,198.05,1317.46,437.57,872,150,1392,485,2560,1440
train\train_228.jpg,crops\train\train_228.jpg,1,0,0.936379,849.35,139.84,1230.23,379.97,773,92,1306,428,2560,1440
train\train_229.jpg,crops\train\train_229.jpg,1,0,0.636814,1167.97,463.59,1521.60,607.32,1097,435,1592,636,2560,1440
train\train_230.jpg,crops\train\train_230.jpg,1,0,0.928601,1075.13,456.31,1436.48,591.68,1003,429,1509,619,2560,1440
train\train_231.jpg,crops\train\train_231.jpg,1,0,0.949014,1006.19,386.86,1377.19,524.57,932,359,1451,552,2560,1440
train\train_232.jpg,crops\train\train_232.jpg,1,0,0.963903,998.15,314.88,1467.22,778.66,904,222,1561,871,2560,1440
train\train_233.jpg,crops\train\train_233.jpg,1,0,0.940833,1066.96,281.29,1620.87,819.77,956,174,1732,927,2560,1440
train\train_234.jpg,crops\train\train_234.jpg,1,0,0.946103,1064.57,159.32,1502.48,558.19,977,80,1590,638,2560,1440
train\train_235.jpg,crops\train\train_235.jpg,1,0,0.961628,955.46,318.86,1403.94,728.26,866,237,1494,810,2560,1440
train\train_236.jpg,crops\train\train_236.jpg,1,0,0.947577,1022.33,270.88,1454.07,657.21,936,194,1540,734,2560,1440
train\train_237.jpg,crops\train\train_237.jpg,1,0,0.956093,997.72,262.69,1446.15,663.02,908,183,1536,743,2560,1440
train\train_238.jpg,crops\train\train_238.jpg,1,0,0.975122,933.59,250.40,1392.48,663.56,842,168,1484,746,2560,1440
train\train_239.jpg,crops\train\train_239.jpg,1,0,0.834928,1134.85,290.24,1621.91,629.34,1037,222,1719,697,2560,1440
train\train_240.jpg,crops\train\train_240.jpg,1,0,0.955500,971.18,221.62,1477.26,578.97,870,150,1578,650,2560,1440
train\train_241.jpg,crops\train\train_241.jpg,1,0,0.981932,921.27,258.28,1441.32,626.32,817,185,1545,700,2560,1440
train\train_242.jpg,crops\train\train_242.jpg,1,0,0.943560,1147.64,349.01,1615.26,815.36,1054,256,1709,909,2560,1440
train\train_243.jpg,crops\train\train_243.jpg,1,0,0.962550,1207.63,256.47,1759.61,782.97,1097,151,1870,888,2560,1440
train\train_244.jpg,crops\train\train_244.jpg,1,0,0.957435,1226.66,249.30,1642.85,629.48,1143,173,1726,706,2560,1440
train\train_245.jpg,crops\train\train_245.jpg,1,0,0.949623,1159.99,248.21,1592.20,643.49,1074,169,1679,723,2560,1440
train\train_246.jpg,crops\train\train_246.jpg,1,0,0.894459,1154.21,181.54,1589.16,589.45,1067,100,1676,671,2560,1440
train\train_247.jpg,crops\train\train_247.jpg,1,0,0.964659,1207.05,217.78,1650.63,624.63,1118,136,1739,706,2560,1440
train\train_248.jpg,crops\train\train_248.jpg,1,0,0.909638,1006.59,144.93,1490.16,572.30,910,59,1587,658,2560,1440
train\train_249.jpg,crops\train\train_249.jpg,1,0,0.935150,1049.86,259.47,1514.37,541.58,957,203,1607,598,2560,1440
train\train_250.jpg,crops\train\train_250.jpg,1,0,0.946001,1034.25,244.66,1512.87,541.66,939,185,1609,601,2560,1440
train\train_251.jpg,crops\train\train_251.jpg,1,0,0.940667,1068.76,238.35,1526.18,524.70,977,181,1618,582,2560,1440
train\train_252.jpg,crops\train\train_252.jpg,1,0,0.887682,1290.68,313.34,1559.05,591.34,1237,258,1613,647,2560,1440
train\train_253.jpg,crops\train\train_253.jpg,1,0,0.976931,1330.80,282.32,1633.51,591.71,1270,220,1694,654,2560,1440
train\train_254.jpg,crops\train\train_254.jpg,1,0,0.956784,1334.85,346.23,1639.90,545.49,1274,306,1701,585,2560,1440
train\train_255.jpg,crops\train\train_255.jpg,1,0,0.958646,1150.91,277.50,1460.85,480.74,1089,237,1523,521,2560,1440
train\train_256.jpg,crops\train\train_256.jpg,1,0,0.701287,1148.58,241.12,1466.30,451.95,1085,199,1530,494,2560,1440
train\train_257.jpg,crops\train\train_257.jpg,1,0,0.971782,1076.76,191.90,1395.05,407.26,1013,149,1459,450,2560,1440
train\train_258.jpg,crops\train\train_258.jpg,1,0,0.971655,1114.38,258.27,1423.17,468.76,1053,216,1485,511,2560,1440
train\train_259.jpg,crops\train\train_259.jpg,1,0,0.959485,1145.30,381.57,1413.60,485.06,1092,361,1467,506,2560,1440
train\train_260.jpg,crops\train\train_260.jpg,1,0,0.978388,1040.98,363.10,1325.41,475.28,984,341,1382,498,2560,1440
train\train_261.jpg,crops\train\train_261.jpg,1,0,0.718003,972.17,290.08,1270.28,406.13,913,267,1330,429,2560,1440
train\train_262.jpg,crops\train\train_262.jpg,1,0,0.981102,1310.78,365.24,1568.24,630.08,1259,312,1620,683,2560,1440
train\train_263.jpg,crops\train\train_263.jpg,1,0,0.968497,1408.46,306.65,1706.75,608.02,1349,246,1766,668,2560,1440
train\train_264.jpg,crops\train\train_264.jpg,1,0,0.973880,1288.81,353.70,1578.70,560.81,1231,312,1637,602,2560,1440
train\train_265.jpg,crops\train\train_265.jpg,1,0,0.937709,1090.22,375.27,1378.62,587.39,1033,333,1436,630,2560,1440
train\train_266.jpg,crops\train\train_266.jpg,1,0,0.977789,1040.97,449.01,1332.13,671.61,983,404,1390,716,2560,1440
train\train_267.jpg,crops\train\train_267.jpg,1,0,0.968707,1021.54,455.06,1316.53,678.55,963,410,1376,723,2560,1440
train\train_268.jpg,crops\train\train_268.jpg,1,0,0.951492,1004.79,449.25,1307.27,679.89,944,403,1368,726,2560,1440
train\train_269.jpg,crops\train\train_269.jpg,1,0,0.888473,1129.68,457.30,1425.31,575.90,1071,434,1484,600,2560,1440
train\train_270.jpg,crops\train\train_270.jpg,1,0,0.975967,1071.91,432.86,1380.33,556.68,1010,408,1442,581,2560,1440
train\train_271.jpg,crops\train\train_271.jpg,1,0,0.981853,1182.04,343.08,1461.91,640.05,1126,284,1518,699,2560,1440
train\train_272.jpg,crops\train\train_272.jpg,1,0,0.960878,1147.48,346.22,1479.41,680.52,1081,279,1546,747,2560,1440
